SAMPLE,EV1,EV37,GT011,GT023,GT195,GT211,GT271,GT310,GT575,GATA028,GATA053,GATA098,GATA417,GGAA520,TAA023,ZFX
F14-102,161169,181193,125127,121135,167173,118120,120120,112112,152152,211235,266266,100104,225273,207223,086098,212245
F14-103,157163,193195,117129,131133,173179,112114,114116,112114,154154,199239,246270,100104,217269,215223,095095,212245
F14-104,157159,197199,125127,123123,161179,106116,114116,110126,154154,231231,260260,096120,265269,201219,000000,245245
F14-105,163175,183197,117129,129143,173175,106120,116116,106124,152154,219227,250262,108116,213229,207211,095101,245245
F14-105F,165175,183183,129129,127129,161173,120120,116126,106112,154154,207227,246250,092116,213229,211219,095104,245245
F14-106,157163,191193,127131,127131,161173,112116,116118,112114,152154,207231,246260,104104,229285,209223,086098,212245
F14-107,169173,193193,119125,127129,169173,110120,116116,110112,154158,207211,246262,096100,269285,213215,101101,212245
F14-108,157169,183197,117117,000000,161173,112116,114116,112122,154154,223231,246262,096104,269273,219223,086095,245245
F14-108F,157157,183193,117127,111127,171173,112120,116116,112112,152154,207231,246262,100104,225273,201219,095095,245245
F14-110,159165,183197,123129,125129,161171,116120,114118,120124,154160,227227,246266,104108,265273,211223,086095,212245
F14-111,157171,183193,117125,129129,161171,116120,114116,112122,154156,227227,262262,104104,217229,211227,095101,245245
F14-112,145169,191193,123125,121133,173175,114120,116120,112112,152160,195227,260270,096108,281285,203219,086095,245245
F14-113,157169,195197,119127,127133,171173,112120,114116,112112,152154,199215,246262,092096,225269,211223,086101,245245
F14-114,159163,197199,123125,129129,171175,106106,114116,110126,146158,207231,246246,104116,229261,205219,086101,245245
F14-115,157165,193197,123127,129133,173175,120120,114118,126126,150154,199219,262266,100112,217217,219219,095098,245245
F14-116,157159,187193,000000,127129,167173,112118,116116,112112,154154,191227,246250,100104,217229,211217,086092,245245
F14-117,157175,195195,000000,127129,173173,112120,116120,110112,152156,199227,246270,096096,265281,215227,095101,212245
F14-118,157169,193197,119123,127133,173179,106120,114118,110126,152154,227231,246246,100100,225281,205231,098101,212245
F14-119,169169,183191,117127,127129,161169,116120,116120,110126,154160,227231,250262,096108,269269,207227,095095,245245
F14-120,163169,195197,119125,125129,161173,116120,116116,112126,152154,199227,246246,100108,225273,219223,095101,212245
F14-121,171171,183191,117119,133133,171173,106118,116116,112112,146152,207227,246262,104104,269273,215219,095101,245245
F14-122,157175,183197,117123,129129,161175,118120,114118,114120,152152,219227,262270,096108,225269,215219,101104,212245
F14-123,167171,187195,117117,123141,173173,112122,108116,106114,152154,215235,246262,096100,261269,219219,092095,212245
F14-124,157163,183187,125127,125125,161175,106122,116120,110112,146154,219231,246262,104112,261281,223227,095095,212245
F14-125,163163,193197,125127,129133,173173,120122,116116,110112,154154,223231,266270,096104,213273,203211,095095,212245
F14-126,167171,183197,119125,127129,171175,116120,116116,110126,154156,199227,246266,100120,213265,209211,086095,212245
F14-127,157169,191197,117127,129135,167173,116120,116118,112126,154154,227227,262266,104108,229281,211213,104104,212245
F14-128,163169,187195,119129,125127,173173,116120,116116,110112,152154,215223,246262,096104,225261,207215,095104,212245
F14-129,169175,183183,117123,121127,173173,106118,116118,110126,152152,191231,260270,104116,261265,203209,095101,245245
F14-129F,169173,183191,123131,121121,173179,106116,118122,110112,152154,191231,000000,096104,265285,203211,086095,212245
F14-130,163163,197197,127129,125127,171175,112116,116128,112122,154158,191227,262266,104104,213269,203215,086086,212245
F14-131,173175,183193,125127,129133,161173,120120,114116,112122,146158,191207,246246,100104,269281,207207,095095,212245
F14-132,163163,199201,119125,109129,171171,112120,108108,112124,152154,231239,246262,096116,217273,203215,095101,212245
F14-133,159169,191191,117125,129129,171173,106120,118120,110112,152154,219227,246270,104108,261269,215223,086095,245245
F14-133F,163169,187191,117119,129131,169173,120120,118120,112126,152154,227227,246270,104116,261269,215215,086095,212245
F14-134,157157,195201,000000,129133,173175,120120,114116,110114,146154,207219,262262,096120,217269,223227,092095,212245
F14-135,169169,193197,117117,125125,173173,122124,116116,124126,156160,203231,246262,100104,213225,207227,095095,245245
F14-136,165171,000000,119125,129129,173179,116120,116120,112114,154154,207227,246270,104108,241265,199215,086095,212245
F14-137,157163,000000,117129,121141,171175,114120,114116,112112,152154,215223,262266,104104,229265,205219,086101,212245
WGrl-Ba-2013-001,169175,187199,125129,127127,161175,112120,116116,110112,154158,211227,246262,104104,261265,217227,086086,245245
WGrl-BP-1996-001,157171,183191,127129,121127,177179,108122,116116,110112,152152,207223,246262,096104,229281,215215,095101,245245
WGrl-BP-1996-002,157169,183193,129131,129135,171173,118122,114116,110110,152154,231235,246266,096108,265285,227231,095095,212245
WGrl-BP-1996-003,157163,193199,117123,127127,175179,106122,114116,112112,152154,207219,246260,096100,265265,219227,095095,212245
WGrl-BP-1997-001,159169,197213,123127,125133,169173,106120,116116,112124,154154,191227,246270,096108,269269,207207,098104,212245
WGrl-BP-1997-002,157157,197197,119129,129129,161173,106122,116118,110110,152154,223235,246260,096104,217221,211227,086098,245245
WGrl-BP-1997-003,157171,197201,117123,127141,161173,120126,114116,126126,152154,203207,260262,096104,269273,211223,101101,212245
WGrl-BP-1997-004,157175,191197,127127,127129,161177,106112,114118,112116,152154,207219,266270,096096,265277,207231,095101,245245
WGrl-BP-2000-001,173173,183213,125129,129143,175175,110112,114116,112124,154154,191219,246258,100108,225285,207215,095101,245245
WGrl-BP-2003-001,157159,193197,129131,129129,173173,106120,116116,110126,152152,211215,250260,096100,217229,215215,086101,245245
WGrl-BP-2004-002,000000,000000,125129,000000,000000,112112,114116,112110,154154,191219,246258,000000,225285,215215,095095,245245
WGrl-BP-2004-005,157171,183191,129129,127133,161171,106120,114116,112112,154154,203227,246266,100104,229285,207215,086095,245245
WGrl-BP-2005-001,157157,195197,125127,127129,171177,106110,114116,110112,152154,203215,246250,096100,269285,211215,098101,212245
WGrl-BP-2005-002,169169,191197,123131,123133,169177,106114,116116,110126,146152,223231,246246,100104,261265,203235,086095,245245
WGrl-BP-2005-003,157169,187197,127127,125127,161173,108114,118120,110126,146150,203219,246270,096112,225277,215223,095095,245245
WGrl-BP-2006-001,163163,197197,129131,129129,161173,106120,116120,112126,152154,211227,246246,104108,261269,217217,086092,245245
WGrl-BP-2006-002,159163,183193,125127,127129,161171,120120,116118,122124,152154,211215,246246,096104,229269,203215,086104,245245
WGrl-BP-2006-003,163169,187201,117119,129129,173177,106120,114116,106126,152160,223223,246262,100104,217265,209215,098098,245245
WGrl-BP-2007-001,157169,185187,125125,129129,171175,116118,116118,112112,152154,227235,246266,096096,273285,205211,095098,245245
WGrl-BP-2007-002,157157,193195,117127,127133,167175,112112,116118,112122,154154,211219,246262,096100,233265,215223,101101,212245
WGrl-BP-2007-003,159167,183193,125127,127129,175179,114116,116116,112124,154158,219227,246246,100104,217281,219223,092101,245245
WGrl-BP-2007-004,169169,193211,127129,129133,171173,120122,108118,116126,152158,227231,246266,096104,225273,205215,086104,212245
WGrl-BP-2008-001,157173,183199,119127,123129,175179,106116,116128,112112,152154,207227,246262,104108,265265,227227,095101,245245
WGrl-BP-2008-002,159167,193197,123127,127127,161171,118122,116118,110124,152158,231231,262266,104108,225285,211223,086104,212245
WGrl-BP-2008-003,157169,183199,117119,133135,169175,120120,116116,110122,154154,000000,262262,100108,285285,207211,095101,000000
WGrl-BP-2008-004,157159,000000,121133,123129,161169,120124,114120,112112,162162,227239,246262,000000,273293,000000,000000,212245
WGrl-BP-2009-001,157171,193199,127129,127129,161173,120124,116120,112126,152156,227227,246266,096100,269269,211223,095095,245245
WGrl-BP-2009-003,169169,193213,117131,129133,175179,120120,114116,110112,152160,207211,258270,104108,261285,219231,098098,245245
WGrl-BP-2009-004,157169,191199,125125,127129,171171,120120,116116,112112,154158,223231,246246,096104,225225,205215,104104,245245
WGrl-BP-2010-001,157159,187197,119123,125131,171175,106120,116116,112112,158158,223231,246246,096120,233269,205209,086095,245245
WGrl-BP-2011-002,157169,187187,117131,129131,161169,112114,114116,112126,152160,223227,246246,096108,217265,209211,086098,245245
WGrl-BP-2012-001,169169,191197,129129,127129,161173,106120,116118,112112,158158,219239,246262,096104,269285,207223,092104,245245
WGrl-BP-2012-002,159169,183193,129131,127127,169173,116116,116126,110112,154154,223231,000000,100104,217217,211211,095104,245245
WGrl-BP-2012-003,169169,195197,117129,127129,173177,116120,116118,112112,158158,219235,246262,096104,265285,207207,092095,212245
WGrl-BP-2013-004,000000,000000,125127,125133,173175,114116,116120,110126,152154,000000,246246,100100,000000,207219,095095,212245
WGrl-BP-2013-005A,163171,193193,125129,129133,161173,120120,114116,112112,152158,207227,262266,096104,261261,211215,086095,245245
WGrl-BP-2013-005B,163171,193193,125129,129133,161173,120120,114116,112112,152158,207227,262266,096104,261261,211215,086095,245245
